id_buku,judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok
BK00294,Perancangan Sistem Basis Data,"Asmianto Ardianto, M.M.",Nuha Medika,2019,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini dirancang sebagai panduan untuk memahami normalisasi data, perancangan basis data, serta arsitektur data warehouse. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","manajemen data, normalisasi, sql, query",Indonesia,E-book,376,978-0-292-71296-6,9999
BK00295,Perancangan Database NoSQL,"Ikhsan Waskita, S.Farm",Nuha Medika,2011,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini memberikan pemahaman menyeluruh tentang query dan manipulasi data, perancangan basis data, serta arsitektur data warehouse. Membantu pembaca membangun pemahaman konseptual maupun praktis.","database, normalisasi, query, data warehouse",Indonesia,Fisik,285,978-1-00-835058-8,2
BK00296,Konsep Basis Data,Ajiman Wastuti,Deepublish,2006,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini dirancang sebagai panduan untuk memahami arsitektur data warehouse, manajemen sistem basis data, serta query dan manipulasi data. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","sql, manajemen data, nosql, normalisasi",Indonesia,E-book,457,978-0-354-21689-0,9999
BK00297,Perancangan SQL Server Edisi Revisi,Eli Haryanto,Alfabeta,2024,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini menyajikan kajian komprehensif mengenai manajemen sistem basis data, perancangan basis data, serta query dan manipulasi data. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","manajemen data, nosql, normalisasi, database",Indonesia,Fisik,374,978-1-4789-8562-4,7
BK00298,Manajemen Data Warehouse Modern Edisi Terbaru,Nurul Tamba,Elex Media Komputindo,2022,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini mengulas berbagai aspek penting dari perancangan basis data, manajemen sistem basis data, serta normalisasi data. Membantu pembaca membangun pemahaman konseptual maupun praktis.","data warehouse, basis data, manajemen data, nosql",Indonesia,Fisik,195,978-0-603-32309-6,0
BK00299,Konsep SQL Server,R.M. Bancar Utama,Deepublish,2024,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini menyajikan kajian komprehensif mengenai perancangan basis data, query dan manipulasi data, serta arsitektur data warehouse. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","manajemen data, database, basis data, nosql",Inggris,E-book,416,978-1-4890-9010-2,9999
BK00300,Konsep Basis Data,Muhammad Latupono,Alfabeta,2008,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini memberikan pemahaman menyeluruh tentang arsitektur data warehouse, perancangan basis data, serta manajemen sistem basis data. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","query, data warehouse, basis data, normalisasi",Indonesia,E-book,331,978-1-61847-230-4,9999
BK00301,Perancangan Database NoSQL Edisi Revisi,Lili Wijayanti,Pustaka Pelajar,2020,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini dirancang sebagai panduan untuk memahami normalisasi data, arsitektur data warehouse, serta perancangan basis data. Membantu pembaca membangun pemahaman konseptual maupun praktis.","manajemen data, normalisasi, data warehouse, database",Inggris,Fisik,432,978-1-992618-91-6,3
BK00302,Perancangan Basis Data Edisi Terbaru,Calista Kurniawan,Elex Media Komputindo,2022,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini mengulas berbagai aspek penting dari query dan manipulasi data, arsitektur data warehouse, serta perancangan basis data. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","sql, nosql, data warehouse, manajemen data",Indonesia,E-book,223,978-0-934835-64-0,9999
BK00303,Basis Data: Teori dan Aplikasi,Arta Pudjiastuti,Deepublish,2005,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini dirancang sebagai panduan untuk memahami normalisasi data, arsitektur data warehouse, serta manajemen sistem basis data. Membantu pembaca membangun pemahaman konseptual maupun praktis.","nosql, query, basis data, data warehouse",Indonesia,Fisik,546,978-0-7530-0119-6,5
BK00304,Pengantar Basis Data Relasional,"Jumadi Maryadi, S.Pt",Graha Ilmu,2014,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini membahas secara mendalam tentang query dan manipulasi data, arsitektur data warehouse, serta normalisasi data. Membantu pembaca membangun pemahaman konseptual maupun praktis.","data warehouse, query, manajemen data, database",Indonesia,Fisik,415,978-0-437-44701-2,5
BK00305,Konsep SQL Server,"R. Azalea Siregar, S.I.Kom, Ir. Galar Aryani, S.IP",Graha Ilmu,2014,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini dirancang sebagai panduan untuk memahami arsitektur data warehouse, query dan manipulasi data, serta perancangan basis data. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","query, nosql, manajemen data, sql",Indonesia,Fisik,331,978-0-02-255794-2,1
BK00306,Perancangan Sistem Basis Data,"Cornelia Wahyudin, S.Psi",Gramedia Pustaka Utama,2019,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini menyajikan kajian komprehensif mengenai perancangan basis data, normalisasi data, serta arsitektur data warehouse. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","normalisasi, manajemen data, database, sql",Inggris,E-book,198,978-0-667-46762-0,9999
BK00307,Data Warehouse: Teori dan Aplikasi,Cahyadi Halim,Rajawali Pers,2017,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini membahas secara mendalam tentang manajemen sistem basis data, arsitektur data warehouse, serta normalisasi data. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","nosql, sql, basis data, manajemen data",Indonesia,Fisik,142,978-0-697-97296-5,1
BK00308,Pengantar Basis Data Relasional Edisi Ke-3,"Tgk. Luwar Dabukke, S.E.I, Nova Kusumo",Nuha Medika,2015,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini mengulas berbagai aspek penting dari manajemen sistem basis data, arsitektur data warehouse, serta query dan manipulasi data. Membantu pembaca membangun pemahaman konseptual maupun praktis.","manajemen data, nosql, sql, database",Indonesia,Fisik,196,978-1-01-450899-7,2
BK00309,Konsep Basis Data,Yahya Winarsih,Kencana Prenada,2023,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini menyajikan kajian komprehensif mengenai arsitektur data warehouse, normalisasi data, serta manajemen sistem basis data. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","sql, data warehouse, manajemen data, database",Indonesia,Fisik,279,978-0-637-56289-8,5
BK00310,Konsep SQL Server Edisi Revisi,"Adikara Yuniar, Johan Halimah",Elex Media Komputindo,2015,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini mengulas berbagai aspek penting dari manajemen sistem basis data, query dan manipulasi data, serta normalisasi data. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","basis data, data warehouse, normalisasi, nosql",Indonesia,Fisik,410,978-0-17-535408-5,2
BK00311,Pengantar Basis Data Relasional,Kunthara Yuniar,Graha Ilmu,2015,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini memberikan pemahaman menyeluruh tentang manajemen sistem basis data, normalisasi data, serta arsitektur data warehouse. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","data warehouse, normalisasi, sql, nosql",Inggris,Fisik,135,978-1-317-79717-3,1
BK00312,Konsep Sistem Basis Data,Iriana Lazuardi,Graha Ilmu,2008,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini membahas secara mendalam tentang arsitektur data warehouse, manajemen sistem basis data, serta normalisasi data. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","manajemen data, query, database, data warehouse",Indonesia,Fisik,392,978-0-16-608801-2,7
BK00313,Manajemen Data Warehouse Modern Edisi Ke-2,"Drs. Yoga Safitri, S.Pd",Kencana Prenada,2022,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini dirancang sebagai panduan untuk memahami manajemen sistem basis data, query dan manipulasi data, serta arsitektur data warehouse. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","data warehouse, normalisasi, basis data, database",Indonesia,E-book,462,978-1-55037-589-3,9999
BK00314,Manajemen Data Warehouse Modern Edisi Terbaru,Dr. Tina Wahyuni,PT Grasindo,2024,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini dirancang sebagai panduan untuk memahami normalisasi data, query dan manipulasi data, serta perancangan basis data. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","sql, query, normalisasi, data warehouse",Indonesia,Fisik,450,978-1-113-05548-4,0
BK00315,Perancangan SQL Server,Tgk. Nardi Kurniawan,Elex Media Komputindo,2019,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini dirancang sebagai panduan untuk memahami query dan manipulasi data, normalisasi data, serta manajemen sistem basis data. Membantu pembaca membangun pemahaman konseptual maupun praktis.","basis data, query, sql, nosql",Indonesia,E-book,282,978-0-7261-4933-7,9999
BK00316,Optimalisasi Manajemen Kualitas,Wadi Wijaya,UI Press,2022,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini membahas secara mendalam tentang perancangan sistem kerja industri, manajemen kualitas dan produktivitas, serta perencanaan dan pengendalian produksi. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","perencanaan produksi, efisiensi kerja, manajemen operasi, produktivitas",Indonesia,Fisik,135,978-1-351-60917-3,3
BK00317,Perancangan Perencanaan Produksi,Sakura Rahmawati,PT Grasindo,2022,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini menyajikan kajian komprehensif mengenai optimalisasi proses produksi, efisiensi tata letak fasilitas pabrik, serta perencanaan dan pengendalian produksi. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","perencanaan produksi, tata letak pabrik, efisiensi kerja, manajemen kualitas",Indonesia,Fisik,198,978-1-08-086978-7,4
BK00318,Pengantar Teknik Industri Edisi Revisi,"R.M. Mustofa Prastuti, S.E., Yulia Mahendra, S.IP",Informatika Bandung,2024,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini memberikan pemahaman menyeluruh tentang perancangan sistem kerja industri, optimalisasi proses produksi, serta manajemen kualitas dan produktivitas. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","efisiensi kerja, six sigma, tata letak pabrik, manajemen operasi",Indonesia,Fisik,380,978-1-86693-465-4,6
BK00319,Optimalisasi Manajemen Kualitas Edisi Terbaru,Mila Mansur,Erlangga,2016,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini dirancang sebagai panduan untuk memahami efisiensi tata letak fasilitas pabrik, manajemen kualitas dan produktivitas, serta optimalisasi proses produksi. Membantu pembaca membangun pemahaman konseptual maupun praktis.","efisiensi kerja, perencanaan produksi, six sigma, manajemen operasi",Indonesia,E-book,367,978-1-9848-5833-7,9999
BK00320,Dasar-Dasar Tata Letak Pabrik,Leo Siregar,Andi Publisher,2024,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini membahas secara mendalam tentang manajemen kualitas dan produktivitas, perencanaan dan pengendalian produksi, serta efisiensi tata letak fasilitas pabrik. Membantu pembaca membangun pemahaman konseptual maupun praktis.","produktivitas, six sigma, perencanaan produksi, manajemen kualitas",Indonesia,Fisik,442,978-0-288-51587-8,1
BK00321,Perancangan Teknik Industri,Ir. Salwa Agustina,Deepublish,2014,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini mengulas berbagai aspek penting dari perencanaan dan pengendalian produksi, manajemen kualitas dan produktivitas, serta optimalisasi proses produksi. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","teknik industri, tata letak pabrik, perencanaan produksi, manajemen kualitas",Indonesia,E-book,425,978-1-08-106200-2,9999
BK00322,Perancangan Manajemen Kualitas Edisi Terbaru,Emas Marpaung,Andi Publisher,2021,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini membahas secara mendalam tentang perancangan sistem kerja industri, manajemen kualitas dan produktivitas, serta optimalisasi proses produksi. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","teknik industri, six sigma, produktivitas, manajemen kualitas",Indonesia,Fisik,187,978-1-204-38057-0,4
BK00323,Teknik Industri: Teori dan Aplikasi,Latif Wulandari,Erlangga,2010,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini menyajikan kajian komprehensif mengenai optimalisasi proses produksi, manajemen kualitas dan produktivitas, serta perencanaan dan pengendalian produksi. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","produktivitas, six sigma, tata letak pabrik, efisiensi kerja",Indonesia,Fisik,194,978-1-384-06665-3,2
BK00324,Optimalisasi Perencanaan Produksi Edisi Terbaru,Dt. Adinata Ramadan,PT Grasindo,2019,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini membahas secara mendalam tentang perancangan sistem kerja industri, manajemen kualitas dan produktivitas, serta efisiensi tata letak fasilitas pabrik. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","produktivitas, manajemen operasi, manajemen kualitas, efisiensi kerja",Inggris,Fisik,363,978-1-359-89334-5,8
BK00325,Optimalisasi Perencanaan Produksi,"Elma Zulaika, Cengkir Natsir",UI Press,2022,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini membahas secara mendalam tentang perencanaan dan pengendalian produksi, manajemen kualitas dan produktivitas, serta efisiensi tata letak fasilitas pabrik. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","perencanaan produksi, teknik industri, produktivitas, tata letak pabrik",Inggris,E-book,453,978-1-06-484229-4,9999
BK00326,Manajemen Kualitas: Teori dan Aplikasi,"Tgk. Agnes Sitompul, M.M., Eva Gunarto, S.E.I",Gramedia Pustaka Utama,2015,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini mengulas berbagai aspek penting dari efisiensi tata letak fasilitas pabrik, optimalisasi proses produksi, serta manajemen kualitas dan produktivitas. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","perencanaan produksi, tata letak pabrik, six sigma, manajemen operasi",Indonesia,Fisik,126,978-0-947985-15-8,6
BK00327,Perancangan Teknik Industri,Sutan Yahya Nashiruddin,Rajawali Pers,2024,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini dirancang sebagai panduan untuk memahami perancangan sistem kerja industri, efisiensi tata letak fasilitas pabrik, serta perencanaan dan pengendalian produksi. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","manajemen kualitas, produktivitas, manajemen operasi, teknik industri",Indonesia,Fisik,429,978-0-688-61533-8,2
BK00328,Perancangan Manajemen Operasi,"Gamblang Sitompul, S.I.Kom",Andi Publisher,2010,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini mengulas berbagai aspek penting dari perencanaan dan pengendalian produksi, manajemen kualitas dan produktivitas, serta optimalisasi proses produksi. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","manajemen kualitas, produktivitas, tata letak pabrik, teknik industri",Indonesia,Fisik,315,978-0-9878015-7-9,6
BK00329,Dasar-Dasar Manajemen Kualitas,"Utama Yuniar, Ir. Hesti Gunarto",Informatika Bandung,2009,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini memberikan pemahaman menyeluruh tentang efisiensi tata letak fasilitas pabrik, perencanaan dan pengendalian produksi, serta perancangan sistem kerja industri. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","efisiensi kerja, teknik industri, tata letak pabrik, manajemen operasi",Indonesia,E-book,449,978-1-164-84085-5,9999
BK00330,Optimalisasi Manajemen Kualitas Edisi Revisi,"KH. Kacung Hassanah, Aurora Sihombing",Alfabeta,2017,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini membahas secara mendalam tentang perencanaan dan pengendalian produksi, optimalisasi proses produksi, serta manajemen kualitas dan produktivitas. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","manajemen kualitas, perencanaan produksi, tata letak pabrik, teknik industri",Indonesia,E-book,288,978-1-81128-801-6,9999
