,id_transaksi,id_user,id_buku,tanggal_pinjam,tanggal_kembali_rencana,tanggal_kembali_aktual,status,lama_waktu_pinjam(hari)
1176,TRX001177,USR00042,BK00731,2024-06-26,2024-07-10,2024-07-13,Terlambat,17.0
1177,TRX001178,USR00026,BK00723,2024-07-17,2024-07-31,2024-08-03,Terlambat,17.0
1178,TRX001179,USR00122,BK01148,2023-03-15,2023-03-29,2023-03-22,Dikembalikan,7.0
1179,TRX001180,USR00065,BK00496,2023-12-14,2023-12-28,2023-12-17,Dikembalikan,3.0
1180,TRX001181,USR00121,BK01318,2025-12-09,2025-12-23,2025-12-24,Terlambat,15.0
1181,TRX001182,USR00116,BK01114,2023-02-25,2023-03-11,2023-03-07,Dikembalikan,10.0
1182,TRX001183,USR00375,BK00814,2025-09-14,2025-09-28,2025-10-03,Terlambat,19.0
1183,TRX001184,USR00068,BK00055,2025-04-05,2025-04-19,2025-04-26,Terlambat,21.0
1184,TRX001185,USR00375,BK00923,2025-02-16,2025-03-02,2025-02-28,Dikembalikan,12.0
1185,TRX001186,USR00026,BK00757,2023-03-01,2023-03-15,2023-03-19,Terlambat,18.0
1186,TRX001187,USR00177,BK01095,2024-07-16,2024-07-30,2024-07-21,Dikembalikan,5.0
1187,TRX001188,USR00142,BK00792,2024-06-11,2024-06-25,2024-06-14,Dikembalikan,3.0
1188,TRX001189,USR00374,BK00185,2023-10-17,2023-10-31,2023-11-02,Terlambat,16.0
1189,TRX001190,USR00323,BK01335,2024-02-26,2024-03-11,2024-03-06,Dikembalikan,9.0
1190,TRX001191,USR00231,BK00666,2025-08-14,2025-08-28,2025-08-25,Dikembalikan,11.0
1191,TRX001192,USR00247,BK00177,2025-06-03,2025-06-17,2025-06-07,Dikembalikan,4.0
1192,TRX001193,USR00235,BK00640,2025-09-21,2025-10-05,2025-09-30,Dikembalikan,9.0
1193,TRX001194,USR00135,BK01217,2024-06-25,2024-07-09,2024-07-01,Dikembalikan,6.0
1194,TRX001195,USR00081,BK00280,2023-05-23,2023-06-06,2023-05-27,Dikembalikan,4.0
1195,TRX001196,USR00247,BK00184,2025-06-12,2025-06-26,2025-06-16,Dikembalikan,4.0
1196,TRX001197,USR00228,BK00299,2024-11-02,2024-11-16,2024-11-08,Dikembalikan,6.0
1197,TRX001198,USR00349,BK00890,2025-09-01,2025-09-15,2025-09-22,Terlambat,21.0
1198,TRX001199,USR00206,BK00527,2024-04-28,2024-05-12,2024-05-01,Dikembalikan,3.0
1199,TRX001200,USR00157,BK01261,2025-07-04,2025-07-18,2025-07-18,Dikembalikan,14.0
1200,TRX001201,USR00186,BK00541,2024-11-30,2024-12-14,2024-12-03,Dikembalikan,3.0
1201,TRX001202,USR00371,BK00289,2024-01-11,2024-01-25,2024-01-27,Terlambat,16.0
1202,TRX001203,USR00242,BK00269,2025-12-17,2025-12-31,,Dipinjam,belum_kembali
1203,TRX001204,USR00252,BK01238,2023-05-04,2023-05-18,2023-05-22,Terlambat,18.0
1204,TRX001205,USR00013,BK01305,2023-09-03,2023-09-17,2023-09-11,Dikembalikan,8.0
1205,TRX001206,USR00087,BK01095,2023-07-14,2023-07-28,2023-07-23,Dikembalikan,9.0
1206,TRX001207,USR00035,BK00105,2025-01-15,2025-01-29,2025-02-05,Terlambat,21.0
1207,TRX001208,USR00352,BK00981,2024-02-29,2024-03-14,2024-03-10,Dikembalikan,10.0
1208,TRX001209,USR00157,BK01278,2025-10-31,2025-11-14,2025-11-03,Dikembalikan,3.0
1209,TRX001210,USR00362,BK01369,2025-01-14,2025-01-28,2025-01-20,Dikembalikan,6.0
1210,TRX001211,USR00375,BK01302,2024-07-01,2024-07-15,2024-07-05,Dikembalikan,4.0
1211,TRX001212,USR00250,BK00911,2025-06-22,2025-07-06,2025-07-11,Terlambat,19.0
1212,TRX001213,USR00361,BK00722,2023-01-22,2023-02-05,2023-02-01,Dikembalikan,10.0
1213,TRX001214,USR00266,BK01082,2025-06-05,2025-06-19,2025-06-18,Dikembalikan,13.0
1214,TRX001215,USR00297,BK01185,2023-01-15,2023-01-29,2023-01-27,Dikembalikan,12.0
1215,TRX001216,USR00249,BK00777,2024-01-14,2024-01-28,2024-02-02,Terlambat,19.0
1216,TRX001217,USR00188,BK01150,2025-11-02,2025-11-16,2025-11-12,Dikembalikan,10.0
1217,TRX001218,USR00337,BK01187,2024-06-08,2024-06-22,2024-06-18,Dikembalikan,10.0
1218,TRX001219,USR00053,BK01199,2025-11-29,2025-12-13,2025-12-12,Dikembalikan,13.0
1219,TRX001220,USR00128,BK01221,2024-06-18,2024-07-02,2024-06-29,Dikembalikan,11.0
1220,TRX001221,USR00166,BK01349,2024-03-17,2024-03-31,2024-03-20,Dikembalikan,3.0
1221,TRX001222,USR00303,BK00398,2025-01-31,2025-02-14,2025-02-16,Terlambat,16.0
1222,TRX001223,USR00303,BK00405,2023-04-21,2023-05-05,2023-04-27,Dikembalikan,6.0
1223,TRX001224,USR00200,BK01228,2023-09-24,2023-10-08,2023-10-09,Terlambat,15.0
1224,TRX001225,USR00047,BK00402,2023-12-05,2023-12-19,2023-12-15,Dikembalikan,10.0
1225,TRX001226,USR00227,BK00534,2024-05-16,2024-05-30,2024-05-19,Dikembalikan,3.0
1226,TRX001227,USR00172,BK00840,2024-07-17,2024-07-31,2024-07-21,Dikembalikan,4.0
1227,TRX001228,USR00359,BK00938,2024-03-02,2024-03-16,2024-03-10,Dikembalikan,8.0
1228,TRX001229,USR00063,BK00457,2025-01-01,2025-01-15,2025-01-10,Dikembalikan,9.0
1229,TRX001230,USR00054,BK00970,2024-08-21,2024-09-04,2024-08-28,Dikembalikan,7.0
1230,TRX001231,USR00304,BK01022,2025-02-26,2025-03-12,2025-03-17,Terlambat,19.0
1231,TRX001232,USR00121,BK00914,2023-03-08,2023-03-22,2023-03-29,Terlambat,21.0
1232,TRX001233,USR00130,BK00263,2024-12-10,2024-12-24,2024-12-22,Dikembalikan,12.0
1233,TRX001234,USR00110,BK00952,2025-06-27,2025-07-11,2025-07-15,Terlambat,18.0
1234,TRX001235,USR00049,BK01360,2025-12-12,2025-12-26,2025-12-19,Dikembalikan,7.0
1235,TRX001236,USR00231,BK01193,2024-04-29,2024-05-13,2024-05-18,Terlambat,19.0
1236,TRX001237,USR00314,BK00724,2023-11-18,2023-12-02,2023-12-06,Terlambat,18.0
1237,TRX001238,USR00265,BK00370,2023-10-10,2023-10-24,2023-10-26,Terlambat,16.0
1238,TRX001239,USR00196,BK00074,2024-12-28,2025-01-11,2025-01-03,Dikembalikan,6.0
1239,TRX001240,USR00181,BK00476,2025-05-07,2025-05-21,2025-05-26,Terlambat,19.0
1240,TRX001241,USR00116,BK01086,2023-06-12,2023-06-26,2023-06-25,Dikembalikan,13.0
1241,TRX001242,USR00233,BK00958,2023-04-20,2023-05-04,2023-05-09,Terlambat,19.0
1242,TRX001243,USR00057,BK00958,2024-11-03,2024-11-17,2024-11-15,Dikembalikan,12.0
1243,TRX001244,USR00188,BK01098,2023-01-31,2023-02-14,2023-02-12,Dikembalikan,12.0
1244,TRX001245,USR00169,BK01095,2024-10-28,2024-11-11,2024-10-31,Dikembalikan,3.0
1245,TRX001246,USR00352,BK01268,2024-08-17,2024-08-31,2024-08-21,Dikembalikan,4.0
1246,TRX001247,USR00245,BK00948,2025-01-09,2025-01-23,2025-01-23,Dikembalikan,14.0
1247,TRX001248,USR00012,BK00530,2025-01-24,2025-02-07,2025-02-06,Dikembalikan,13.0
1248,TRX001249,USR00233,BK00979,2023-11-09,2023-11-23,2023-11-26,Terlambat,17.0
1249,TRX001250,USR00232,BK00191,2025-10-14,2025-10-28,2025-11-01,Terlambat,18.0
1250,TRX001251,USR00316,BK00130,2023-08-29,2023-09-12,2023-09-05,Dikembalikan,7.0
1251,TRX001252,USR00103,BK00698,2024-05-23,2024-06-06,2024-06-10,Terlambat,18.0
1252,TRX001253,USR00297,BK01198,2024-08-06,2024-08-20,2024-08-19,Dikembalikan,13.0
1253,TRX001254,USR00176,BK00620,2024-09-27,2024-10-11,2024-10-18,Terlambat,21.0
1254,TRX001255,USR00293,BK00494,2023-08-05,2023-08-19,2023-08-21,Terlambat,16.0
1255,TRX001256,USR00020,BK00491,2025-09-27,2025-10-11,2025-10-03,Dikembalikan,6.0
1256,TRX001257,USR00255,BK00745,2023-12-12,2023-12-26,2023-12-29,Terlambat,17.0
1257,TRX001258,USR00125,BK00953,2023-02-12,2023-02-26,2023-02-27,Terlambat,15.0
1258,TRX001259,USR00334,BK00822,2023-11-10,2023-11-24,2023-11-28,Terlambat,18.0
1259,TRX001260,USR00358,BK01077,2024-08-02,2024-08-16,2024-08-16,Dikembalikan,14.0
1260,TRX001261,USR00236,BK00481,2024-02-18,2024-03-03,2024-02-29,Dikembalikan,11.0
1261,TRX001262,USR00229,BK00433,2023-04-25,2023-05-09,2023-05-08,Dikembalikan,13.0
1262,TRX001263,USR00249,BK00768,2024-12-24,2025-01-07,2025-01-07,Dikembalikan,14.0
1263,TRX001264,USR00278,BK01260,2025-06-10,2025-06-24,2025-06-18,Dikembalikan,8.0
1264,TRX001265,USR00052,BK00410,2024-02-21,2024-03-06,2024-03-06,Dikembalikan,14.0
1265,TRX001266,USR00306,BK01367,2025-09-17,2025-10-01,2025-10-03,Terlambat,16.0
1266,TRX001267,USR00162,BK00156,2024-12-30,2025-01-13,2025-01-02,Dikembalikan,3.0
1267,TRX001268,USR00028,BK00474,2025-10-26,2025-11-09,2025-11-11,Terlambat,16.0
1268,TRX001269,USR00183,BK01338,2023-06-12,2023-06-26,2023-06-30,Terlambat,18.0
1269,TRX001270,USR00107,BK00205,2024-10-19,2024-11-02,2024-10-27,Dikembalikan,8.0
1270,TRX001271,USR00120,BK01366,2024-04-01,2024-04-15,2024-04-16,Terlambat,15.0
1271,TRX001272,USR00342,BK01238,2024-05-11,2024-05-25,2024-05-16,Dikembalikan,5.0
1272,TRX001273,USR00233,BK00961,2023-02-20,2023-03-06,2023-02-25,Dikembalikan,5.0
1273,TRX001274,USR00310,BK00053,2024-02-08,2024-02-22,2024-02-13,Dikembalikan,5.0
1274,TRX001275,USR00277,BK00473,2023-11-28,2023-12-12,2023-12-13,Terlambat,15.0
1275,TRX001276,USR00042,BK00193,2024-05-01,2024-05-15,2024-05-10,Dikembalikan,9.0
1276,TRX001277,USR00116,BK01133,2023-03-29,2023-04-12,2023-04-06,Dikembalikan,8.0
1277,TRX001278,USR00088,BK00949,2024-04-28,2024-05-12,2024-05-18,Terlambat,20.0
1278,TRX001279,USR00318,BK00925,2025-12-26,2026-01-09,,Dipinjam,belum_kembali
1279,TRX001280,USR00317,BK00706,2025-07-10,2025-07-24,2025-07-29,Terlambat,19.0
1280,TRX001281,USR00344,BK01335,2025-06-04,2025-06-18,2025-06-19,Terlambat,15.0
1281,TRX001282,USR00209,BK01313,2023-10-04,2023-10-18,2023-10-07,Dikembalikan,3.0
1282,TRX001283,USR00156,BK00102,2024-01-16,2024-01-30,2024-01-28,Dikembalikan,12.0
1283,TRX001284,USR00005,BK01221,2024-07-23,2024-08-06,2024-07-30,Dikembalikan,7.0
1284,TRX001285,USR00169,BK01129,2023-03-03,2023-03-17,2023-03-14,Dikembalikan,11.0
1285,TRX001286,USR00157,BK01376,2023-12-07,2023-12-21,2023-12-25,Terlambat,18.0
1286,TRX001287,USR00110,BK01006,2025-11-27,2025-12-11,2025-12-02,Dikembalikan,5.0
1287,TRX001288,USR00261,BK01159,2024-09-11,2024-09-25,2024-09-22,Dikembalikan,11.0
1288,TRX001289,USR00025,BK00555,2025-12-14,2025-12-28,2025-12-31,Terlambat,17.0
1289,TRX001290,USR00011,BK00650,2025-02-25,2025-03-11,2025-03-06,Dikembalikan,9.0
1290,TRX001291,USR00217,BK01109,2024-05-25,2024-06-08,2024-05-30,Dikembalikan,5.0
1291,TRX001292,USR00057,BK01136,2025-04-06,2025-04-20,2025-04-18,Dikembalikan,12.0
1292,TRX001293,USR00025,BK00532,2023-01-21,2023-02-04,2023-01-28,Dikembalikan,7.0
1293,TRX001294,USR00075,BK00331,2023-01-23,2023-02-06,2023-02-12,Terlambat,20.0
1294,TRX001295,USR00139,BK00759,2024-07-03,2024-07-17,2024-07-24,Terlambat,21.0
1295,TRX001296,USR00153,BK00159,2025-11-29,2025-12-13,2025-12-04,Dikembalikan,5.0
1296,TRX001297,USR00027,BK00172,2023-10-12,2023-10-26,2023-11-02,Terlambat,21.0
1297,TRX001298,USR00123,BK00514,2024-06-29,2024-07-13,2024-07-14,Terlambat,15.0
1298,TRX001299,USR00116,BK00366,2024-04-08,2024-04-22,2024-04-25,Terlambat,17.0
1299,TRX001300,USR00063,BK00302,2023-04-20,2023-05-04,2023-05-05,Terlambat,15.0
1300,TRX001301,USR00019,BK00432,2025-10-04,2025-10-18,2025-10-16,Dikembalikan,12.0
1301,TRX001302,USR00165,BK00566,2024-10-31,2024-11-14,2024-11-18,Terlambat,18.0
1302,TRX001303,USR00208,BK00972,2024-11-02,2024-11-16,2024-11-23,Terlambat,21.0
1303,TRX001304,USR00348,BK00756,2025-07-09,2025-07-23,2025-07-24,Terlambat,15.0
1304,TRX001305,USR00124,BK00985,2025-01-31,2025-02-14,2025-02-17,Terlambat,17.0
1305,TRX001306,USR00039,BK01000,2024-11-21,2024-12-05,2024-11-26,Dikembalikan,5.0
1306,TRX001307,USR00077,BK01221,2025-09-07,2025-09-21,2025-09-23,Terlambat,16.0
1307,TRX001308,USR00074,BK01195,2025-04-28,2025-05-12,2025-05-08,Dikembalikan,10.0
1308,TRX001309,USR00323,BK01342,2025-06-08,2025-06-22,2025-06-22,Dikembalikan,14.0
1309,TRX001310,USR00055,BK01218,2023-05-06,2023-05-20,2023-05-18,Dikembalikan,12.0
1310,TRX001311,USR00059,BK01298,2024-05-27,2024-06-10,2024-06-13,Terlambat,17.0
1311,TRX001312,USR00183,BK00870,2023-10-09,2023-10-23,2023-10-13,Dikembalikan,4.0
1312,TRX001313,USR00372,BK00921,2023-02-14,2023-02-28,2023-02-27,Dikembalikan,13.0
1313,TRX001314,USR00232,BK00144,2024-10-16,2024-10-30,2024-10-20,Dikembalikan,4.0
1314,TRX001315,USR00139,BK00160,2024-01-16,2024-01-30,2024-01-24,Dikembalikan,8.0
1315,TRX001316,USR00297,BK01221,2025-05-16,2025-05-30,2025-06-01,Terlambat,16.0
1316,TRX001317,USR00329,BK01210,2023-04-08,2023-04-22,2023-04-19,Dikembalikan,11.0
1317,TRX001318,USR00234,BK01015,2023-03-25,2023-04-08,2023-04-13,Terlambat,19.0
1318,TRX001319,USR00184,BK00358,2023-03-30,2023-04-13,2023-04-03,Dikembalikan,4.0
1319,TRX001320,USR00227,BK00527,2024-12-16,2024-12-30,2025-01-02,Terlambat,17.0
1320,TRX001321,USR00373,BK01246,2024-08-28,2024-09-11,2024-09-18,Terlambat,21.0
1321,TRX001322,USR00044,BK00427,2024-11-14,2024-11-28,2024-11-21,Dikembalikan,7.0
1322,TRX001323,USR00174,BK00153,2023-07-15,2023-07-29,2023-07-21,Dikembalikan,6.0
1323,TRX001324,USR00029,BK01188,2023-04-02,2023-04-16,2023-04-14,Dikembalikan,12.0
1324,TRX001325,USR00179,BK00550,2025-09-08,2025-09-22,2025-09-22,Dikembalikan,14.0
1325,TRX001326,USR00116,BK01149,2023-10-14,2023-10-28,2023-10-20,Dikembalikan,6.0
1326,TRX001327,USR00072,BK01176,2025-07-30,2025-08-13,2025-08-05,Dikembalikan,6.0
1327,TRX001328,USR00321,BK00419,2023-11-14,2023-11-28,2023-11-18,Dikembalikan,4.0
1328,TRX001329,USR00211,BK01004,2024-05-24,2024-06-07,2024-05-29,Dikembalikan,5.0
1329,TRX001330,USR00373,BK00929,2023-12-26,2024-01-09,2024-01-05,Dikembalikan,10.0
1330,TRX001331,USR00333,BK01261,2024-11-26,2024-12-10,2024-12-15,Terlambat,19.0
1331,TRX001332,USR00002,BK01316,2024-11-10,2024-11-24,2024-11-23,Dikembalikan,13.0
1332,TRX001333,USR00276,BK01325,2024-05-10,2024-05-24,2024-05-25,Terlambat,15.0
1333,TRX001334,USR00185,BK00724,2023-10-22,2023-11-05,2023-11-08,Terlambat,17.0
1334,TRX001335,USR00195,BK00337,2024-12-30,2025-01-13,2025-01-15,Terlambat,16.0
1335,TRX001336,USR00074,BK01181,2025-08-04,2025-08-18,2025-08-09,Dikembalikan,5.0
1336,TRX001337,USR00218,BK00635,2023-06-20,2023-07-04,2023-07-09,Terlambat,19.0
1337,TRX001338,USR00141,BK00626,2024-02-19,2024-03-04,2024-02-27,Dikembalikan,8.0
1338,TRX001339,USR00251,BK00876,2024-04-15,2024-04-29,2024-04-25,Dikembalikan,10.0
1339,TRX001340,USR00333,BK01266,2024-10-16,2024-10-30,2024-10-21,Dikembalikan,5.0
1340,TRX001341,USR00356,BK01228,2023-04-25,2023-05-09,2023-05-12,Terlambat,17.0
1341,TRX001342,USR00282,BK00791,2025-12-17,2025-12-31,,Dipinjam,belum_kembali
1342,TRX001343,USR00285,BK01089,2023-12-28,2024-01-11,2024-01-12,Terlambat,15.0
1343,TRX001344,USR00073,BK00548,2024-11-08,2024-11-22,2024-11-14,Dikembalikan,6.0
1344,TRX001345,USR00174,BK00127,2023-05-13,2023-05-27,2023-05-26,Dikembalikan,13.0
1345,TRX001346,USR00099,BK01171,2024-10-09,2024-10-23,2024-10-15,Dikembalikan,6.0
1346,TRX001347,USR00140,BK01257,2024-05-22,2024-06-05,2024-06-01,Dikembalikan,10.0
1347,TRX001348,USR00257,BK00513,2023-01-14,2023-01-28,2023-01-27,Dikembalikan,13.0
1348,TRX001349,USR00351,BK00161,2024-02-01,2024-02-15,2024-02-18,Terlambat,17.0
1349,TRX001350,USR00228,BK00547,2023-09-02,2023-09-16,2023-09-17,Terlambat,15.0
1350,TRX001351,USR00151,BK00790,2025-07-08,2025-07-22,2025-07-12,Dikembalikan,4.0
1351,TRX001352,USR00246,BK01039,2023-01-22,2023-02-05,2023-02-02,Dikembalikan,11.0
1352,TRX001353,USR00068,BK00019,2024-04-03,2024-04-17,2024-04-12,Dikembalikan,9.0
1353,TRX001354,USR00191,BK01231,2023-07-09,2023-07-23,2023-07-26,Terlambat,17.0
1354,TRX001355,USR00056,BK01138,2025-02-05,2025-02-19,2025-02-20,Terlambat,15.0
1355,TRX001356,USR00266,BK01037,2023-03-17,2023-03-31,2023-03-31,Dikembalikan,14.0
1356,TRX001357,USR00101,BK00332,2024-05-04,2024-05-18,2024-05-07,Dikembalikan,3.0
1357,TRX001358,USR00339,BK01214,2024-12-11,2024-12-25,2024-12-25,Dikembalikan,14.0
1358,TRX001359,USR00373,BK00894,2024-01-23,2024-02-06,2024-02-02,Dikembalikan,10.0
1359,TRX001360,USR00251,BK00872,2025-02-08,2025-02-22,2025-02-20,Dikembalikan,12.0
1360,TRX001361,USR00377,BK00133,2024-09-06,2024-09-20,2024-09-10,Dikembalikan,4.0
1361,TRX001362,USR00118,BK00800,2024-08-29,2024-09-12,2024-09-12,Dikembalikan,14.0
1362,TRX001363,USR00184,BK00999,2024-11-15,2024-11-29,2024-12-06,Terlambat,21.0
1363,TRX001364,USR00301,BK00799,2025-02-21,2025-03-07,2025-03-07,Dikembalikan,14.0
1364,TRX001365,USR00290,BK00482,2025-08-18,2025-09-01,2025-09-07,Terlambat,20.0
1365,TRX001366,USR00278,BK01360,2024-01-09,2024-01-23,2024-01-26,Terlambat,17.0
1366,TRX001367,USR00273,BK00780,2023-09-21,2023-10-05,2023-10-06,Terlambat,15.0
1367,TRX001368,USR00041,BK00663,2023-05-13,2023-05-27,2023-05-19,Dikembalikan,6.0
1368,TRX001369,USR00286,BK00354,2023-08-29,2023-09-12,2023-09-01,Dikembalikan,3.0
1369,TRX001370,USR00191,BK01128,2024-03-27,2024-04-10,2024-04-12,Terlambat,16.0
1370,TRX001371,USR00090,BK01327,2024-07-24,2024-08-07,2024-08-14,Terlambat,21.0
1371,TRX001372,USR00178,BK00711,2023-04-11,2023-04-25,2023-04-15,Dikembalikan,4.0
1372,TRX001373,USR00223,BK00171,2025-10-20,2025-11-03,2025-11-04,Terlambat,15.0
1373,TRX001374,USR00039,BK01003,2025-12-08,2025-12-22,2025-12-25,Terlambat,17.0
1374,TRX001375,USR00029,BK01196,2023-06-23,2023-07-07,2023-07-04,Dikembalikan,11.0
1375,TRX001376,USR00224,BK00441,2025-11-03,2025-11-17,2025-11-10,Dikembalikan,7.0
1376,TRX001377,USR00053,BK01188,2025-05-24,2025-06-07,2025-06-08,Terlambat,15.0
1377,TRX001378,USR00078,BK00589,2024-10-13,2024-10-27,2024-10-27,Dikembalikan,14.0
1378,TRX001379,USR00349,BK01110,2023-12-09,2023-12-23,2023-12-16,Dikembalikan,7.0
1379,TRX001380,USR00376,BK01147,2023-09-04,2023-09-18,2023-09-13,Dikembalikan,9.0
1380,TRX001381,USR00290,BK00905,2025-07-30,2025-08-13,2025-08-11,Dikembalikan,12.0
1381,TRX001382,USR00344,BK01057,2023-12-24,2024-01-07,2024-01-07,Dikembalikan,14.0
1382,TRX001383,USR00376,BK00521,2024-06-28,2024-07-12,2024-07-17,Terlambat,19.0
1383,TRX001384,USR00189,BK00333,2023-09-25,2023-10-09,2023-10-01,Dikembalikan,6.0
1384,TRX001385,USR00340,BK00619,2025-10-19,2025-11-02,2025-11-05,Terlambat,17.0
1385,TRX001386,USR00212,BK00973,2024-09-20,2024-10-04,2024-09-29,Dikembalikan,9.0
1386,TRX001387,USR00281,BK00497,2023-09-12,2023-09-26,2023-09-20,Dikembalikan,8.0
1387,TRX001388,USR00347,BK00555,2024-02-14,2024-02-28,2024-02-18,Dikembalikan,4.0
1388,TRX001389,USR00017,BK00174,2025-05-22,2025-06-05,2025-06-12,Terlambat,21.0
1389,TRX001390,USR00252,BK01305,2025-05-10,2025-05-24,2025-05-31,Terlambat,21.0
1390,TRX001391,USR00221,BK01367,2024-03-11,2024-03-25,2024-03-16,Dikembalikan,5.0
1391,TRX001392,USR00348,BK00635,2024-10-19,2024-11-02,2024-11-03,Terlambat,15.0
1392,TRX001393,USR00329,BK01268,2025-09-04,2025-09-18,2025-09-18,Dikembalikan,14.0
1393,TRX001394,USR00076,BK00743,2023-12-18,2024-01-01,2023-12-22,Dikembalikan,4.0
1394,TRX001395,USR00228,BK00254,2025-10-02,2025-10-16,2025-10-13,Dikembalikan,11.0
1395,TRX001396,USR00200,BK01186,2025-04-05,2025-04-19,2025-04-26,Terlambat,21.0
1396,TRX001397,USR00266,BK01039,2025-01-24,2025-02-07,2025-01-30,Dikembalikan,6.0
1397,TRX001398,USR00261,BK01056,2023-10-09,2023-10-23,2023-10-30,Terlambat,21.0
1398,TRX001399,USR00108,BK00662,2024-11-18,2024-12-02,2024-11-21,Dikembalikan,3.0
1399,TRX001400,USR00100,BK01207,2025-06-18,2025-07-02,2025-07-02,Dikembalikan,14.0
1400,TRX001401,USR00282,BK01209,2024-10-09,2024-10-23,2024-10-22,Dikembalikan,13.0
1401,TRX001402,USR00263,BK00201,2025-10-10,2025-10-24,2025-10-28,Terlambat,18.0
1402,TRX001403,USR00002,BK01376,2024-09-07,2024-09-21,2024-09-16,Dikembalikan,9.0
1403,TRX001404,USR00023,BK01302,2024-10-15,2024-10-29,2024-10-24,Dikembalikan,9.0
1404,TRX001405,USR00109,BK00721,2023-05-21,2023-06-04,2023-06-03,Dikembalikan,13.0
1405,TRX001406,USR00053,BK01190,2023-11-20,2023-12-04,2023-11-24,Dikembalikan,4.0
1406,TRX001407,USR00279,BK00543,2025-02-18,2025-03-04,2025-03-11,Terlambat,21.0
1407,TRX001408,USR00245,BK00986,2025-05-05,2025-05-19,2025-05-13,Dikembalikan,8.0
1408,TRX001409,USR00174,BK00101,2023-07-25,2023-08-08,2023-08-10,Terlambat,16.0
1409,TRX001410,USR00205,BK00951,2023-01-10,2023-01-24,2023-01-29,Terlambat,19.0
1410,TRX001411,USR00158,BK00590,2024-04-11,2024-04-25,2024-05-02,Terlambat,21.0
1411,TRX001412,USR00220,BK01188,2023-05-04,2023-05-18,2023-05-09,Dikembalikan,5.0
1412,TRX001413,USR00160,BK01222,2024-06-17,2024-07-01,2024-06-26,Dikembalikan,9.0
1413,TRX001414,USR00028,BK00437,2023-08-07,2023-08-21,2023-08-26,Terlambat,19.0
1414,TRX001415,USR00033,BK00225,2023-08-21,2023-09-04,2023-08-30,Dikembalikan,9.0
1415,TRX001416,USR00050,BK00183,2024-05-17,2024-05-31,2024-05-31,Dikembalikan,14.0
1416,TRX001417,USR00149,BK01061,2025-10-26,2025-11-09,2025-10-31,Dikembalikan,5.0
1417,TRX001418,USR00017,BK00646,2024-09-05,2024-09-19,2024-09-22,Terlambat,17.0
1418,TRX001419,USR00115,BK01046,2024-08-09,2024-08-23,2024-08-17,Dikembalikan,8.0
1419,TRX001420,USR00298,BK00564,2024-10-24,2024-11-07,2024-11-05,Dikembalikan,12.0
1420,TRX001421,USR00138,BK00241,2023-09-10,2023-09-24,2023-09-20,Dikembalikan,10.0
1421,TRX001422,USR00022,BK00429,2023-10-23,2023-11-06,2023-11-02,Dikembalikan,10.0
1422,TRX001423,USR00218,BK00742,2023-06-20,2023-07-04,2023-07-07,Terlambat,17.0
1423,TRX001424,USR00124,BK01281,2023-05-08,2023-05-22,2023-05-21,Dikembalikan,13.0
1424,TRX001425,USR00159,BK00317,2023-04-14,2023-04-28,2023-04-30,Terlambat,16.0
1425,TRX001426,USR00357,BK01313,2025-12-12,2025-12-26,2025-12-17,Dikembalikan,5.0
1426,TRX001427,USR00281,BK00166,2023-08-10,2023-08-24,2023-08-25,Terlambat,15.0
1427,TRX001428,USR00066,BK01054,2023-12-30,2024-01-13,2024-01-02,Dikembalikan,3.0
1428,TRX001429,USR00343,BK01023,2025-09-25,2025-10-09,2025-10-08,Dikembalikan,13.0
1429,TRX001430,USR00042,BK00764,2025-06-12,2025-06-26,2025-06-23,Dikembalikan,11.0
1430,TRX001431,USR00040,BK00851,2024-07-06,2024-07-20,2024-07-12,Dikembalikan,6.0
1431,TRX001432,USR00117,BK01186,2023-01-26,2023-02-09,2023-02-02,Dikembalikan,7.0
1432,TRX001433,USR00138,BK01208,2024-11-04,2024-11-18,2024-11-20,Terlambat,16.0
1433,TRX001434,USR00174,BK00259,2023-08-27,2023-09-10,2023-09-13,Terlambat,17.0
1434,TRX001435,USR00130,BK00507,2025-08-27,2025-09-10,2025-09-16,Terlambat,20.0
1435,TRX001436,USR00190,BK00059,2024-01-01,2024-01-15,2024-01-09,Dikembalikan,8.0
1436,TRX001437,USR00111,BK00975,2024-08-02,2024-08-16,2024-08-10,Dikembalikan,8.0
1437,TRX001438,USR00243,BK00357,2024-08-17,2024-08-31,2024-08-23,Dikembalikan,6.0
1438,TRX001439,USR00247,BK00185,2025-03-23,2025-04-06,2025-04-13,Terlambat,21.0
1439,TRX001440,USR00012,BK00505,2025-04-24,2025-05-08,2025-05-07,Dikembalikan,13.0
1440,TRX001441,USR00054,BK00998,2023-03-04,2023-03-18,2023-03-10,Dikembalikan,6.0
1441,TRX001442,USR00167,BK01326,2024-09-21,2024-10-05,2024-10-07,Terlambat,16.0
1442,TRX001443,USR00024,BK01001,2025-04-05,2025-04-19,2025-04-19,Dikembalikan,14.0
1443,TRX001444,USR00006,BK00824,2025-08-06,2025-08-20,2025-08-14,Dikembalikan,8.0
1444,TRX001445,USR00069,BK01080,2025-02-28,2025-03-14,2025-03-17,Terlambat,17.0
1445,TRX001446,USR00360,BK00872,2025-05-02,2025-05-16,2025-05-14,Dikembalikan,12.0
1446,TRX001447,USR00374,BK00454,2023-09-11,2023-09-25,2023-09-24,Dikembalikan,13.0
