,id_transaksi,id_user,id_buku,tanggal_pinjam,tanggal_kembali_rencana,tanggal_kembali_aktual,status,lama_waktu_pinjam(hari),judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok
454,TRX001222,USR00303,BK00398,2025-01-31,2025-02-14,2025-02-16,Terlambat,16.0,Studi Keselamatan dan Kesehatan Kerja di Industri Edisi Revisi,Puti Yuliarti,PT Grasindo,2008,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini membahas secara mendalam tentang keselamatan dan kesehatan kerja industri, analisis ergonomi tempat kerja, serta manajemen rantai pasok dan distribusi. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","supply chain, logistik, ergonomi, rantai pasok",Indonesia,E-book,174,978-1-306-52407-0,9999
455,TRX001224,USR00200,BK01228,2023-09-24,2023-10-08,2023-10-09,Terlambat,15.0,Psikologi Kepribadian: Teori dan Aplikasi Edisi Terbaru,drg. Ika Wijaya,Bumi Aksara,2013,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini membahas secara mendalam tentang gangguan psikologis dan penanganannya, dinamika interaksi sosial manusia, serta perilaku dan proses mental manusia. Membantu pembaca membangun pemahaman konseptual maupun praktis.","psikologi sosial, psikologi klinis, psikologi, kepribadian",Indonesia,Fisik,273,978-0-04-023693-5,2
456,TRX001231,USR00304,BK01022,2025-02-26,2025-03-12,2025-03-17,Terlambat,19.0,Dasar-Dasar Tata Ruang,Padma Kusmawati,Alfabeta,2023,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini menyajikan kajian komprehensif mengenai perancangan tata ruang interior, prinsip pencahayaan dan estetika ruang, serta konsep arsitektur ruang dalam modern. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","pencahayaan ruang, desain interior, furnitur, arsitektur ruang",Inggris,E-book,436,978-1-347-45245-5,9999
457,TRX001232,USR00121,BK00914,2023-03-08,2023-03-22,2023-03-29,Terlambat,21.0,Pengantar Desain Multimedia,Tedi Firmansyah,Alfabeta,2014,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Fotografi & Multimedia,"Buku ini dirancang sebagai panduan untuk memahami produksi konten multimedia digital, desain media interaktif, serta teknik pengambilan gambar fotografi. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","multimedia, motion graphic, fotografi, editing visual",Indonesia,E-book,206,978-0-212-88665-4,9999
458,TRX001234,USR00110,BK00952,2025-06-27,2025-07-11,2025-07-15,Terlambat,18.0,Pengantar Material dan Furnitur,Purwanto Pradipta,PT Grasindo,2005,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini membahas secara mendalam tentang prinsip pencahayaan dan estetika ruang, pemilihan material dan furnitur, serta perancangan tata ruang interior. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","arsitektur ruang, material interior, desain interior, tata ruang",Indonesia,Fisik,124,978-0-922270-51-4,5
459,TRX001236,USR00231,BK01193,2024-04-29,2024-05-13,2024-05-18,Terlambat,19.0,Dasar-Dasar Psikologi Sosial,Vera Hutagalung,Deepublish,2019,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini membahas secara mendalam tentang perkembangan kepribadian individu, gangguan psikologis dan penanganannya, serta dinamika interaksi sosial manusia. Membantu pembaca membangun pemahaman konseptual maupun praktis.","psikoterapi, psikologi, kesehatan mental, psikologi sosial",Indonesia,E-book,316,978-0-618-12054-3,9999
460,TRX001237,USR00314,BK00724,2023-11-18,2023-12-02,2023-12-06,Terlambat,18.0,Pembelajaran Klinik Keperawatan Berbasis Bukti,Sabrina Hasanah,Informatika Bandung,2023,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai etika dan profesionalisme keperawatan, praktik klinik keperawatan profesional, serta residensi dan pembelajaran klinik lanjutan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","profesi ners, evidence based practice, keperawatan lanjutan, kompetensi ners",Inggris,E-book,501,978-1-209-54814-2,9999
461,TRX001238,USR00265,BK00370,2023-10-10,2023-10-24,2023-10-26,Terlambat,16.0,Perancangan Teknik Industri,"Ir. Kani Mangunsong, S.IP",Informatika Bandung,2012,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini memberikan pemahaman menyeluruh tentang manajemen kualitas dan produktivitas, optimalisasi proses produksi, serta efisiensi tata letak fasilitas pabrik. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","produktivitas, teknik industri, efisiensi kerja, manajemen operasi",Inggris,Fisik,511,978-0-7908-0759-1,4
462,TRX001240,USR00181,BK00476,2025-05-07,2025-05-21,2025-05-26,Terlambat,19.0,Konsep Dasar Keperawatan Maternitas,Lasmono Kusmawati,Salemba Empat,2024,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini membahas secara mendalam tentang asuhan keperawatan pasien, komunikasi terapeutik perawat, serta prosedur klinis keperawatan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","praktik klinis, keperawatan anak, asuhan keperawatan, keperawatan gawat darurat",Indonesia,Fisik,314,978-0-490-47128-3,7
463,TRX001242,USR00233,BK00958,2023-04-20,2023-05-04,2023-05-09,Terlambat,19.0,Perancangan Material dan Furnitur,"Dr. Rachel Usamah, M.M., Ellis Kusmawati",Rajawali Pers,2008,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini dirancang sebagai panduan untuk memahami perancangan tata ruang interior, konsep arsitektur ruang dalam modern, serta ergonomi dalam desain ruang. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","furnitur, arsitektur ruang, ergonomi ruang, material interior",Indonesia,Fisik,133,978-0-509-22216-5,6
464,TRX001249,USR00233,BK00979,2023-11-09,2023-11-23,2023-11-26,Terlambat,17.0,Prinsip Pencahayaan Ruang,"R. Ganjaran Januar, S.Sos",Rajawali Pers,2018,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini memberikan pemahaman menyeluruh tentang perancangan tata ruang interior, prinsip pencahayaan dan estetika ruang, serta konsep arsitektur ruang dalam modern. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","furnitur, ergonomi ruang, pencahayaan ruang, tata ruang",Indonesia,Fisik,438,978-0-529-86707-0,2
465,TRX001250,USR00232,BK00191,2025-10-14,2025-10-28,2025-11-01,Terlambat,18.0,Ethical Hacking di Era Digital,"T. Rahman Thamrin, Wulan Widodo",Erlangga,2012,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang audit keamanan sistem, protokol komunikasi data, serta keamanan jaringan komputer. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","hacking etis, keamanan siber, firewall, protokol jaringan",Inggris,Fisik,310,978-1-67933-410-8,0
466,TRX001252,USR00103,BK00698,2024-05-23,2024-06-06,2024-06-10,Terlambat,18.0,Pengantar Farmasi Rumah Sakit,Hesti Putra,Graha Ilmu,2012,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang praktik farmasi klinis pasien, teknologi pembuatan sediaan obat, serta standar pelayanan farmasi profesional. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","pelayanan kefarmasian, farmasi rumah sakit, sediaan farmasi, compounding obat",Indonesia,E-book,391,978-0-396-85270-4,9999
467,TRX001254,USR00176,BK00620,2024-09-27,2024-10-11,2024-10-18,Terlambat,21.0,Prinsip Farmasetika,Padma Padmasari,Nuha Medika,2012,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Farmakologi & Kefarmasian,"Buku ini memberikan pemahaman menyeluruh tentang mekanisme kerja obat, formulasi sediaan farmasi, serta efek samping dan dosis obat. Membantu pembaca membangun pemahaman konseptual maupun praktis.","obat, farmasi klinis, formulasi obat, farmakokinetik",Inggris,Fisik,411,978-1-71266-110-9,2
468,TRX001255,USR00293,BK00494,2023-08-05,2023-08-19,2023-08-21,Terlambat,16.0,Keperawatan Maternitas: Teori dan Praktik Klinis Edisi Ke-3,"Ratna Pradipta, S.Pt, Oman Megantara",Deepublish,2019,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini membahas secara mendalam tentang prosedur klinis keperawatan, manajemen perawatan pasien, serta komunikasi terapeutik perawat. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","asuhan keperawatan, keperawatan gawat darurat, keperawatan anak, keperawatan",Indonesia,Fisik,476,978-0-7903-2020-5,7
469,TRX001257,USR00255,BK00745,2023-12-12,2023-12-26,2023-12-29,Terlambat,17.0,Kompetensi Praktik Klinik Ners Edisi Revisi,"T. Enteng Aryani, H. Teguh Pradana",Kencana Prenada,2017,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari praktik klinik keperawatan profesional, kompetensi ners dalam asuhan pasien, serta penerapan evidence-based practice. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","keperawatan komprehensif, praktik klinis ners, profesi ners, residensi keperawatan",Indonesia,Fisik,142,978-0-465-11131-2,2
470,TRX001258,USR00125,BK00953,2023-02-12,2023-02-26,2023-02-27,Terlambat,15.0,Pengantar Pencahayaan Ruang,"Cahyo Melani, drg. Irwan Widiastuti, M.Kom.",UI Press,2023,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini membahas secara mendalam tentang prinsip pencahayaan dan estetika ruang, ergonomi dalam desain ruang, serta perancangan tata ruang interior. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","furnitur, material interior, tata ruang, arsitektur ruang",Indonesia,E-book,418,978-1-81386-667-0,9999
471,TRX001259,USR00334,BK00822,2023-11-10,2023-11-24,2023-11-28,Terlambat,18.0,Dasar-Dasar Desain Komunikasi Visual,"Aisyah Mustofa, Siska Usamah",Elex Media Komputindo,2021,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini dirancang sebagai panduan untuk memahami proses kreatif desain grafis, estetika dalam karya seni rupa, serta strategi branding melalui visual. Membantu pembaca membangun pemahaman konseptual maupun praktis.","tipografi, layout, ilustrasi, seni rupa",Indonesia,Fisik,306,978-0-334-38364-2,0
472,TRX001266,USR00306,BK01367,2025-09-17,2025-10-01,2025-10-03,Terlambat,16.0,Dasar-Dasar Produksi Berita,"Hadi Rahmawati, Taswir Prasetya",PT Grasindo,2018,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini dirancang sebagai panduan untuk memahami etika jurnalistik di era digital, jurnalisme online kontemporer, serta komunikasi digital dan audiens. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","konten kreator, jurnalistik, media sosial, produksi berita",Indonesia,E-book,411,978-1-138-18655-2,9999
473,TRX001268,USR00028,BK00474,2025-10-26,2025-11-09,2025-11-11,Terlambat,16.0,Studi Manajemen Persediaan di Industri,"Karman Suryatmi, Dipa Halimah",Andi Publisher,2009,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini menyajikan kajian komprehensif mengenai manajemen rantai pasok dan distribusi, analisis ergonomi tempat kerja, serta pengendalian persediaan barang. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","ergonomi, k3, logistik, distribusi",Indonesia,E-book,401,978-1-905807-78-9,9999
474,TRX001269,USR00183,BK01338,2023-06-12,2023-06-26,2023-06-30,Terlambat,18.0,Praktik Jurnalistik Digital,"KH. Galang Melani, S.T.",Bumi Aksara,2020,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini membahas secara mendalam tentang jurnalisme online kontemporer, komunikasi digital dan audiens, serta etika jurnalistik di era digital. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","media digital, jurnalistik, produksi berita, konten kreator",Indonesia,Fisik,303,978-0-273-00869-9,1
475,TRX001271,USR00120,BK01366,2024-04-01,2024-04-15,2024-04-16,Terlambat,15.0,Dasar-Dasar Komunikasi Digital,Mahdi Zulaika,Deepublish,2015,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini mengulas berbagai aspek penting dari komunikasi digital dan audiens, jurnalisme online kontemporer, serta strategi konten media sosial. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","konten kreator, media digital, media sosial, jurnalistik",Inggris,E-book,279,978-0-85725-629-4,9999
476,TRX001275,USR00277,BK00473,2023-11-28,2023-12-12,2023-12-13,Terlambat,15.0,Manajemen Logistik: Konsep dan Praktik,Kasim Laksmiwati,Erlangga,2022,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini menyajikan kajian komprehensif mengenai manajemen rantai pasok dan distribusi, pengendalian persediaan barang, serta optimalisasi jaringan logistik. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","distribusi, manajemen persediaan, supply chain, ergonomi",Indonesia,E-book,476,978-0-9712847-8-4,9999
477,TRX001278,USR00088,BK00949,2024-04-28,2024-05-12,2024-05-18,Terlambat,20.0,Dasar-Dasar Pencahayaan Ruang,Bagas Tampubolon,PT Grasindo,2009,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini dirancang sebagai panduan untuk memahami pemilihan material dan furnitur, ergonomi dalam desain ruang, serta perancangan tata ruang interior. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","material interior, ergonomi ruang, pencahayaan ruang, desain interior",Indonesia,E-book,197,978-1-03-446945-2,9999
478,TRX001280,USR00317,BK00706,2025-07-10,2025-07-24,2025-07-29,Terlambat,19.0,Pengantar Teknologi Sediaan Farmasi Edisi Terbaru,Dagel Fujiati,Rajawali Pers,2013,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini mengulas berbagai aspek penting dari teknologi pembuatan sediaan obat, pelayanan kefarmasian di rumah sakit, serta praktik farmasi klinis pasien. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","compounding obat, farmasi komunitas, pelayanan kefarmasian, teknologi farmasi",Inggris,Fisik,123,978-1-875066-33-9,6
479,TRX001281,USR00344,BK01335,2025-06-04,2025-06-18,2025-06-19,Terlambat,15.0,Pengantar Produksi Berita,Ana Pudjiastuti,PT Grasindo,2008,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini memberikan pemahaman menyeluruh tentang komunikasi digital dan audiens, jurnalisme online kontemporer, serta produksi berita di media digital. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","media sosial, produksi berita, konten kreator, media digital",Indonesia,Fisik,504,978-1-958264-18-8,2
480,TRX001286,USR00157,BK01376,2023-12-07,2023-12-21,2023-12-25,Terlambat,18.0,Dasar-Dasar Komunikasi Digital Edisi Ke-3,Zelda Marbun,Nuha Medika,2012,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini menyajikan kajian komprehensif mengenai etika jurnalistik di era digital, produksi berita di media digital, serta jurnalisme online kontemporer. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","komunikasi digital, jurnalistik, media digital, media sosial",Indonesia,Fisik,540,978-1-58548-596-3,6
481,TRX001289,USR00025,BK00555,2025-12-14,2025-12-28,2025-12-31,Terlambat,17.0,Dasar-Dasar Keperawatan Medikal Bedah,Puti Shakila Haryanto,Nuha Medika,2008,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini dirancang sebagai panduan untuk memahami komunikasi terapeutik perawat, asuhan keperawatan pasien, serta prosedur klinis keperawatan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","keperawatan, praktik klinis, keperawatan gawat darurat, keperawatan medikal bedah",Indonesia,E-book,268,978-0-520-85076-7,9999
482,TRX001294,USR00075,BK00331,2023-01-23,2023-02-06,2023-02-12,Terlambat,20.0,Perancangan Teknik Industri,Mumpuni Usamah,UI Press,2008,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini memberikan pemahaman menyeluruh tentang perancangan sistem kerja industri, optimalisasi proses produksi, serta efisiensi tata letak fasilitas pabrik. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","efisiensi kerja, tata letak pabrik, perencanaan produksi, six sigma",Indonesia,E-book,275,978-1-138-61207-5,9999
483,TRX001295,USR00139,BK00759,2024-07-03,2024-07-17,2024-07-24,Terlambat,21.0,Modul Residensi Keperawatan,"Titi Mardhiyah, M.Ak, Dacin Rahayu",Deepublish,2018,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami kompetensi ners dalam asuhan pasien, residensi dan pembelajaran klinik lanjutan, serta praktik klinik keperawatan profesional. Membantu pembaca membangun pemahaman konseptual maupun praktis.","profesi ners, evidence based practice, praktik klinis ners, kompetensi ners",Inggris,E-book,263,978-0-12-604326-6,9999
484,TRX001297,USR00027,BK00172,2023-10-12,2023-10-26,2023-11-02,Terlambat,21.0,Pengantar Keamanan Informasi,Samiah Samosir,Salemba Empat,2008,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini membahas secara mendalam tentang protokol komunikasi data, audit keamanan sistem, serta proteksi data digital. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","firewall, hacking etis, keamanan siber, jaringan komputer",Indonesia,Fisik,151,978-1-4039-1065-3,3
485,TRX001298,USR00123,BK00514,2024-06-29,2024-07-13,2024-07-14,Terlambat,15.0,Panduan Keperawatan Medikal Bedah,"Umi Prastuti, S.Kom",Salemba Empat,2005,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini membahas secara mendalam tentang penanganan kondisi darurat medis, komunikasi terapeutik perawat, serta asuhan keperawatan pasien. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","praktik klinis, asuhan keperawatan, keperawatan medikal bedah, keperawatan gawat darurat",Indonesia,Fisik,376,978-1-5486-4015-6,0
486,TRX001299,USR00116,BK00366,2024-04-08,2024-04-22,2024-04-25,Terlambat,17.0,Dasar-Dasar Manajemen Operasi,Talia Handayani,Gramedia Pustaka Utama,2008,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini dirancang sebagai panduan untuk memahami efisiensi tata letak fasilitas pabrik, optimalisasi proses produksi, serta manajemen kualitas dan produktivitas. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","six sigma, produktivitas, manajemen operasi, manajemen kualitas",Indonesia,E-book,218,978-1-357-79071-4,9999
487,TRX001300,USR00063,BK00302,2023-04-20,2023-05-04,2023-05-05,Terlambat,15.0,Perancangan Basis Data Edisi Terbaru,Calista Kurniawan,Elex Media Komputindo,2022,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini mengulas berbagai aspek penting dari query dan manipulasi data, arsitektur data warehouse, serta perancangan basis data. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","sql, nosql, data warehouse, manajemen data",Indonesia,E-book,223,978-0-934835-64-0,9999
